id_observation;annee;region;superficie_foret_hors_ap_ha;superficie_foret_humide_ha;superficie_foret_seche_ha;superficie_foret_epineuse_ha;superficie_mangrove_ha;superficie_pin_ha;superficie_eucalyptus_ha;reboisement_annuel_ha;taux_deforestation_pct;rendement_carbonisation_pct;part_carbonisation_amelioree_pct;nombre_centres_carbonisation;production_bois_feu_m3_ebr;production_bois_charbon_m3_ebr;production_charbon_tonnes;offre_totale_m3_ebr;volume_transporte_tonnes;distance_moyenne_marche_km;cout_transport_ariary_tonne_km;prix_producteur_charbon_ariary_sac;source_principale;statut_donnee;commentaire_collecte
OFF-2009-15;2009;Betsiboka;28907.59;5883.47;21557.97;0.0;0.41;755.72;710.02;179.66;0.52;11.21;9.78;0;54618.27;54828.66;3994.1;109446.92;13106.45;70.7;73.53;1875;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2028-10;2028;Atsinanana;126531.5;119738.78;0.0;0.0;0.0;0.0;6792.73;1676.62;1.122;22.16;38.1;2;102640.85;121680.19;17525.61;224321.04;32846.35;61.5;345.79;8459;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2028-07;2028;Vatovavy-Fitovinany;62641.89;60922.48;0.0;0.0;0.0;0.0;1719.41;522.26;1.279;20.66;35.59;1;43759.66;53714.77;7212.99;97474.42;13791.39;80.3;353.57;9547;projection_scenario_tendanciel;projection_scenario;
OFF-2025-15;2025;Betsiboka;27208.51;4902.47;18981.27;0.0;0.4;1714.01;1610.37;1055.32;0.951;20.98;34.95;1;32526.07;39684.61;5410.99;;10291.71;66.9;295.03;6799;projection_scenario_tendanciel;projection_scenario;
OFF-2023-06;2023;Amoron'i Mania;17509.13;16115.51;259.04;0.0;0.0;0.0;1134.57;446.25;1.308;18.92;28.8;0;23504.53;28975.47;3563.51;52480.0;7152.9;60.4;201.07;5664;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2012-10;2012;Atsinanana;157645.73;154357.43;ND;0.0;0.0;0.0;3288.3;477.46;1.135;13.37;14.78;0;184268.73;184179.04;16004.1;368447.77;46291.73;59.6;96.8;2617;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2026-15;2026;Betsiboka;27045.06;4829.25;18715.54;0.0;0.4;1804.49;1695.38;928.98;1.009;20.34;31.1;1;29200.54;40334.41;5332.28;69534.95;9628.57;71.2;316.88;8235;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2022-07;2022;Vatovavy-Fitovinany;68730.72;67630.47;0.0;0.0;0.0;0.0;1100.24;521.27;1.495;18.6;31.68;1;59986.64;66057.6;7984.71;126 044;17345.06;76.1;201.26;5635;estimation_synthetique_calibree;historique_synthetique;estimation
OFF-2002-22;2002;SAVA;359111.37;352741.4;5557.32;0.0;751.03;9.24;52.38;85.44;0.504;7.81;3.13;0;686437.76;502775.32;25512.47;1189213.08;144479.02;62.7;40.69;1073;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2013-07;2013;Vatovavy-Fitovinany;78077.04;77545.15;0.0;0.0;0.0;0.0;531.88;184.36;0.956;13.09;19.94;0;102347.8;88278.9;7510.84;190626.7;24581.49;84.4;107.42;2871;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2016-16;2016;Melaky;206705.0;0.0;191492.69;0.0;14773.26;65.86;373.19;157.5;0.415;14.19;19.08;0;147157.59;109955.05;10141.84;257112.63;34804.67;68.8;120.85;3246;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2021-03;2021;Itasy;1784.59;13.21;14.4;0.0;0.0;0.0;1756.98;623.12;1.396;30.64;29.39;0;189.97;-;5730.27;51988.94;4733.01;-;209.45;4868;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2019-18;2019;Androy;148415.22;0.0;2129.63;145664.13;2.12;0.0;619.35;137.95;1.628;15.79;27.72;0;79378.68;56420.84;5790.24;135799.52;19036.16;83.1;153.93;4923;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2011-18;2011;Androy;171844.37;0.0;2295.41;-;;0.0;296.72;169.37;1.033;12.53;14.16;0;97794.31;76508.88;6230.55;174303.19;22712.02;86.1;80,08;2477;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2027-20;2027;Menabe;271945.49;0.0;258198.78;0.0;12 424;198.43;1124.45;487.94;0.944;20.23;32.52;1;74656.52;88174.44;11593.56;162830.96;22944.89;50.9;330.59;7842;projection_scenario_tendanciel;projection_scenario;
OFF-2024-08;2024;Ihorombe;52795.61;46086.18;5670.23;0.0;0.0;155.88;883.32;452.47;1.365;18.84;33.59;1;36560.34;39338.07;;75898.41;10531.69;78.4;226.71;6315;estimation_synthetique_calibree;historique_synthetique;source secondaire
OFF-2008-02;2008;Vakinankaratra;17112.44;5323.68;0.0;0.0;0.0;5095.92;6692.84;1076.14;0.524;10.89;9.21;0;33855.69;229588.68;16258.68;263444.38;19426.14;67.6;72.2;1785;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2007-14;2007;Sofia;280111.24;179467.61;84906.75;0.0;15567.83;25.36;143.69;87.99;0.392;10.79;10.67;0;786186.6;564433.69;39587.5;1350620.29;173975.34;55.5;61.56;1485;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2003-01;2003;Analamanga;60437.03;20358.31;428.74;0.0;0.0;212.19;39437.79;4169.83;0.504;8.75;4.24;0;288404.01;1532206.28;87187.82;1820610.3;123406.73;20.2;40.2;1051;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2004-06;2004;Amoron'i Mania;20838.02;20303.28;303.03;0.0;0.0;0.0;231.71;101.37;0.524;8.8;6.74;0;60545.66;43596.87;2492.51;104142.53;12942.08;65.4;44.64;1240;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2001-02;2001;Vakinankaratra;15564.73;5552.53;0.0;0.0;0.0;4327.96;5684.23;1067.37;0.322;12.6;5.38;0;29710.65;235758.61;10727.02;265469.26;14144.07;71,00;40;999;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2008-21;2008;DIANA;257835.12;171868.75;52843.03;0.0;18625.22;14498.12;0.0;1844.89;0.35;11.61;12.07;0;972630.26;257773.21;19455.59;1230403.47;191027.03;45.5;68.8;1590;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2013-20;2013;Menabe;306516.99;0.0;293012.99;0.0;13132.18;55.77;316.04;162.44;0.801;14.19;15.52;0;155052.66;126030.37;11623.4;281083.04;37440.67;46.7;96.59;2722;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2009-12;2009;Alaotra-Mangoro;262031.63;205129.84;313.12;0.0;0.0;38426.28;18162.38;5543.97;0.643;11.44;12.56;0;1367681.6;660592.95;49137.32;2028274.55;286475.29;62.9;70.03;1828;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2018-06;2018;Amoron'i Mania;18792.1;17752.34;280.53;0.0;0.0;0.0;759.23;159.93;1.333;16.24;24.84;0;42133.9;35713.86;3770.71;77847.76;10676.08;65.5;157.85;4240;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2028-18;2028;Androy;124310.94;0.0;1828.47;121053.31;1.89;0.0;1427.28;535.49;1.27;21.66;37.06;2;35862.29;42396.2;5970.01;78258.49;11350.62;87.0;374.06;9441;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2002-21;2002;DIANA;262701.43;177642.19;54221.85;0.0;18864.24;11973.16;0.0;;0.5;7;1.63;0;1053834.27;288697.25;13 136;1342531.52;200461.46;42.9;43.9;967;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2021-10;2021;Atsinanana;140190.88;135398.81;0.0;0.0;0.0;0.0;4792.08;1103.55;1.467;17.97;27.35;0;116656.4;143138.06;16720.97;259794.46;34709.34;55.0;170.28;5155;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2030-14;2030;Sofia;216684.32;133510.01;67553.47;0.0;13994.88;243.89;1382.07;558.83;0.985;23.24;36.85;1;257696.0;299704.68;45268.77;557400.68;83505.67;54.8;424.1;10323;projection_scenario_tendanciel;projection_scenario;
OFF-2028-13;2028;Boeny;141466.23;0.0;114039.17;0.0;24987.56;853.82;1585.67;875.33;0.735;25.98;51.81;16;95885.83;95171.95;16073.11;191057.78;30439.4;31.7;310.69;8655;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2017-21;2017;DIANA;246525.42;159334.93;49426.94;0.0;17687.42;20076.12;-;3235.85;0.407;16.03;43.67;13;1135224.53;234684.35;24458.78;1369908.89;224396.62;48.8;136.54;3413;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2021-11;2021;Analanjirofo;306863.41;306033.22;69.46;0.0;0.0;114.11;646.61;382.41;1.629;18.77;30.69;1;184373.82;184713.79;22532.66;369087.6;51664.06;70.2;204.33;5265;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2013-12;2013;Alaotra-Mangoro;262741.41;196232.53;304.66;0.0;0.0;44955.68;21248.54;8842.11;0.858;13.36;17.13;0;1581674.02;630977.43;54776.18;2212651.45;329617.79;61.0;94.65;2711;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2028-04;2028;Bongolava;5293.0;0.0;2942.46;0.0;0.0;0.0;2350.54;734.85;0.998;21.96;35.59;1;2620.73;17684.29;2524.51;20305.01;2541.83;88.7;365.45;8962;projection_scenario_tendanciel;projection_scenario;
OFF-2014-17;2014;Atsimo-Andrefana;614902.82;0.0;136900.35;471944.52;3958.34;0.0;2099.6;342.13;1.032;12.96;20.86;0;252902.12;222536.82;18741.87;475438.94;60890.71;56.6;103.08;3021;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2014-09;2014;Atsimo-Atsinanana;118857.39;118445.73;0.0;0.0;0.0;61.75;349.91;168.95;0.983;14.92;17.43;0;122667.97;93523.05;9068.53;216191.02;29516.43;69.8;111.86;2949;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2011-15;2011;Betsiboka;29012.37;5823.7;21527.38;0.0;0.42;856.32;804.55;352.21;0.748;11.41;15.24;0;52817.22;54627.03;4050.22;107444.25;12828.28;66.5;92.49;2194;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2018-18;2018;Androy;151842.74;0.0;2163.4;149090.31;2.13;0.0;586.91;139.53;1.652;15,99;26.45;0;87362.79;62777.23;6526.44;150140.01;21076.98;79.4;136.29;4313;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2000-01;2000;Analamanga;58157.99;20694.95;434.25;0.0;0.0;198.16;36830.64;n/a;0.518;7.15;0;0;223115.35;1428964.82;66444.17;1652080.17;94644.98;19.2;40;775;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2020-17;2020;Atsimo-Andrefana;558804.32;0.0;130194.04;421786.71;4052.25;0.0;2771.32;592.5;1.472;16.6;28.39;0;193669.04;172 838;18648.55;366507.52;50152.24;60.8;187.35;4692;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2000-03;2000;Itasy;612.96;15.8;16.14;0.0;0.0;0.0;581.02;147.38;0.46;7;4.27;0;95.62;24357.44;1108.26;24453.07;925.99;54.3;40;933;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2030-17;2030;Atsimo-Andrefana;468513.1;0.0;110578.89;349682.66;3543.05;0.0;4708.51;1181.47;1.102;22.21;36.69;1;119794.08;131083.9;18920.79;250877.97;37077.98;54.7;419.85;10229;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2000-12;2000;Alaotra-Mangoro;262309.88;216569.39;326.56;0.0;0.0;30838.12;14575.8;5936.14;0.401;7;1.59;0;1307123.45;739233.3;33635.12;2046356.75;262863.02;62.1;40;990;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2016-07;2016;Vatovavy-Fitovinany;76415.07;75795.42;0,00;0.0;0.0;0.0;619.65;161.23;0.401;15.58;22.5;0;100279.17;83654.04;8470.09;183933.21;24995.72;86.5;135.5;3752;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2015-14;2015;Sofia;262373.35;167322.73;79797.96;0.0;14832.36;63,04;357.25;150.58;0.392;13.57;18.8;0;630450.5;490647.4;43282.21;1121097.89;148972.5;55,70;130.08;2997;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2019-07;2019;Vatovavy-Fitovinany;72619.14;71804.87;0.0;0.0;0.0;0.0;814.27;165.58;1.524;17.11;24.74;0;99204.33;69249.46;7702.56;168453.79;24172.88;84.8;155.74;4714;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2009-20;2009;Menabe;310427.44;0.0;297182.53;0.0;13027.75;32.57;184.58;108.22;0.43;11.03;13.92;0;200218.72;131295.44;9411.65;331514.16;43756.92;53.5;79.45;1978;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2014-20;2014;Menabe;304283.87;0.0;290795.06;0.0;13081.16;61.15;346.51;158.09;0.607;14.13;21.23;0;155731.49;121589.77;11163.66;277321.26;37185.87;53.3;100.16;2909;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2017-08;2017;Ihorombe;59601.44;52961.32;6145.43;0.0;0.0;74.2;420.48;165.09;0.379;14.64;25.22;0;68403.9;53062.88;5049.36;121466.78;16453.18;73.8;144.28;3550;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2007-17;2007;Atsimo-Andrefana;664513.92;0.0;143993.75;514940.29;3985.61;0.0;1594.27;197.97;0.658;9.52;10.04;0;309898.59;261982.63;16214.79;571881.22;69077.87;62.1;61.77;1683;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2007-20;2007;Menabe;312812.14;0.0;299558.91;0.0;13082.59;25.6;145.04;93.72;0.259;9.41;12.19;0;205631.98;146253.71;8943.79;351885.69;44347.66;46.7;66.97;1556;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2003-06;2003;Amoron'i Mania;20928.06;20415.07;304.33;0.0;0.0;0.0;208.67;103.06;0.488;7.18;4.65;0;-56047.61;42287.46;1973.15;98335.07;11706.55;60.4;46.15;1246;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2003-17;2003;Atsimo-Andrefana;682046.62;0.0;146842.92;529768.56;4022.01;0.0;1413.13;186.9;0.462;8.15;4.12;0;347639.47;248571.43;13174.75;596210.9;73378.4;60.1;47.35;1138;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2023-15;2023;Betsiboka;27670.3;5078.7;19614.97;0.0;0.41;1534.5;1441.71;820.69;1.009;19.39;31.44;1;32440.78;41690.31;5254.45;74131.09;10147.99;63.8;201.94;5565;estimation_synthetique_calibree;historique_synthetique;source secondaire
OFF-2029-12;2029;Alaotra-Mangoro;287388.79;151726.98;249.28;0.0;0.0;91951.28;43461.25;32094.7;1.179;23.09;35.8;1;2199957.56;535976.73;80451.51;2735934.28;461962.6;65.1;404.93;10539;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2018-17;2018;Atsimo-Andrefana;582013.16;0.0;134274.08;441060.94;4111.17;0.0;2566.97;331.52;1.491;ND;21.84;0;245678.89;182806.21;19428.52;428485.1;60153.59;61.7;147.83;4065;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2030-05;2030;Haute Matsiatra;68692.38;28068.77;1073.71;0.0;0.0;34814.28;4735.62;7899.11;1.22;23.31;38.93;2;n/a;98 552;14930.98;313565.08;50945.75;72.3;382.0;10748;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2006-11;2006;Analanjirofo;367639.27;367417.52;77.95;0.0;0.0;21.57;122.23;84.72;0.611;10.33;11.89;0;419015.85;278022.42;18663.68;697038.27;90727.07;76.0;53.1;1472;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2021-08;2021;Ihorombe;55445.1;48705.93;5958.65;0.0;0.0;117.08;663.44;391.64;1.306;18.74;24.9;0;40666.41;43 412;5287.45;84078.75;11655.67;77.3;190.56;4932;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2024-20;2024;Menabe;283920.73;0.0;269961.42;0.0;12929.03;154.54;875.74;400.99;1.105;18.84;32.75;1;89067.57;99171.81;12145.21;188239.37;25991.23;47.9;257.33;6409;estimation_synthetique_calibree;historique_synthetique;donnee agregee
OFF-2027-07;2027;Vatovavy-Fitovinany;63531.29;61907.32;0.0;0.0;0.0;0.0;1623.98;592.35;1.286;21.93;34.42;1;n/a;51324.89;7316.58;97657.26;14339.42;80.8;287.78;8217;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2010-21;2010;DIANA;256206.39;169679.57;52310.89;0.0;;15687.43;0.0;3365.75;0.365;12.09;13,79;3;1231863.88;265664.18;20872.76;1497528.06;238851.16;47.5;77.97;2134;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2014-07;2014;Vatovavy-Fitovinany;77138.82;76563.45;0.0;0.0;0.0;0.0;575.37;192.59;1.042;14.04;17.35;0;104863.45;81498.78;7435.72;186362.23;24972.72;84.4;119.62;2983;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2008-06;2008;Amoron'i Mania;20413.38;19792.05;297.11;0.0;0.0;0.0;324.22;106.91;0.409;10.96;9.37;0;56888.31;42550.55;3029.98;99438.87;12724.48;61.0;59.94;1862;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2008-05;2008;Haute Matsiatra;58326.55;38726.01;1374.85;0.0;0.0;16043.39;2182.3;1290.62;0.586;10.08;9.26;0;n/a;126297.96;8277.52;282408.08;34887.39;64.5;62.82;1741;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2008-19;2008;Anosy;207382.5;89620.42;5049.13;111946.91;0.0;0.0;766.05;151.71;0.708;10.1;8.82;0;126682.59;101498.22;6665.85;228180.81;28268.86;50.7;68.44;1827;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2015-13;2015;Boeny;151365.55;0.0;125323.04;0.0;25307.12;257.39;478.0;270.6;0.239;14.99;37.38;3;177264.06;122580.35;11942.34;299844.41;41700.25;29.2;111.12;2 657;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2009-17;2009;Atsimo-Andrefana;n/a;0.0;142454.67;506951.83;3966.08;0.0;1684.16;220.0;0.541;11.97;15.16;0;320184.42;236083.53;18374.49;556267.95;72700.27;59.5;64.03;1839;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2030-03;2030;Itasy;3047.58;11.38;12.52;0.0;0.0;0.0;3023.68;866.16;-0.45;23.73;40.77;2;264.89;78812.04;12156.12;79076.92;10015.7;47.8;436.01;9633;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2019-04;2019;Bongolava;4640.5;0.0;3357.32;0.0;0.0;0.0;1283.18;207.24;1.215;16.75;23.11;0;4354.27;17373.52;1891.94;21727.79;2335.16;90,00;178.64;4693;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2018-04;2018;Bongolava;4629.9;0.0;3394.5;0.0;0.0;0.0;1235.4;203.25;0.979;16.3;26.78;0;4020.18;18062.19;1913.9;22082.36;2293.03;88.4;133.04;4511;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2029-01;2029;Analamanga;114438.08;14522.64;331.88;0.0;0.0;532.92;99050.64;22899.46;1.068;22.82;37.43;2;745706.99;2029171.96;301009.38;2774878.94;381054.95;21.5;353.63;9321;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2012-21;2012;DIANA;254828.16;166515.05;51907.0;0.0;18759.09;17647.01;0.0;3298.9;1.017;13.72;17.24;6;1216696.59;243040.28;21669.29;1459736.87;236774.21;47.8;102.37;2421;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2019-05;2019;Haute Matsiatra;61420.12;34138.76;1280.97;0.0;0.0;22887.17;3113.23;2283.18;1.524;17.22;24.84;0;178940.35;106447.93;11911.35;285388.28;41976.57;-;169.3;4203;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2021-01;2021;Analamanga;87710.0;16683.95;377.27;0.0;0.0;378.08;70270.71;15506.72;1.554;18.41;27.48;0;527629.41;1828625.23;218828.6;2356254.64;274412.75;18.6;205.42;4828;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2009-11;2009;Analanjirofo;360386.57;360104.77;76.75;0.0;0.0;30.76;174.3;94.79;0.399;11.2;10.97;0;382007.18;278693.63;20296.65;660700.81;85404.54;74.6;70.33;1988;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2014-11;2014;Analanjirofo;340583.59;340117.12;73.94;0.0;0.0;58.88;-;172.88;0.873;n/a;18.48;0;314055.03;248348.35;23611.04;562403.38;75890.96;73.6;101.39;3161;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2014-04;2014;Bongolava;4332.04;0.0;3373.13;0.0;0.0;ND;958.91;211.58;0.637;14.2;19.01;0;3775.02;18496.96;1707.58;22271.97;ND;83.7;109.21;3245;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2006-16;2006;Melaky;220210.32;0.0;204476.26;0.0;15586.52;22.13;125.41;84.92;0.242;8.89;6.6;0;-;131998.42;7628.02;323748.81;40770.05;63.6;57.41;1445;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2019-13;2019;Boeny;158420.09;0.0;129578.61;0.0;27772.1;374.29;695.1;235.74;1.095;15.78;42.11;8;180309.7;126621.98;12983.71;306931.69;43102.39;31.8;162.53;4087;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2007-01;2007;Analamanga;63358.82;19869.94;420.75;0.0;0.0;230.48;42837.65;-3537.19;0.534;9.76;9.5;0;257567.37;1575634.59;100001.83;1833201.95;128363.63;20.4;54.96;1525;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2003-21;2003;DIANA;261981.14;176760.8;54011.03;0.0;18826.22;12383.08;0.0;1837.66;0.466;8.83;4.53;0;1022844.51;267009.22;15323.32;1289853.73;196677.13;44.2;49.27;1047;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2009-18;2009;Androy;177190.55;0.0;2322.93;174650.25;2.06;0.0;215.31;98.84;0.57;11.74;12.0;;121088.27;79509.73;6 066;200598.0;26769.81;76.4;80.35;1956;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2021-07;2021;Vatovavy-Fitovinany;69874.71;68890.22;0.0;0.0;0.0;0.0;984.49;444.88;1.596;16.94;30.29;1;59952.31;69399.03;7640.28;129351.34;17056.44;81.3;179.55;5074;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2005-04;2005;Bongolava;4083.17;0.0;3507.44;0.0;0.0;0.0;575.73;127.18;0.288;9.03;5.24;0;4341.28;19243.1;1129.1;23584.38;1707.29;78.0;53.47;1462;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;
OFF-2018-16;2018;Melaky;216576.29;0.0;199709.39;0.0;16303.66;84.49;478.75;144.35;1.019;15.83;25.0;0;157203.54;116926.58;12028.7;274130.12;38160.17;65.6;150.29;3891;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2012-09;2012;Atsimo-Atsinanana;121833.76;121497.74;0.0;0.0;0.0;50.4;285.61;167.38;1.062;13.13;16.13;0;124333.44;101542.44;8667.66;225875.88;29487.5;63.6;82.54;2564;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2013-03;2013;Itasy;1141.49;14.53;15.22;;0,00;0.0;1111.74;250.29;0.724;12.72;18.22;0;180.81;39684.54;3280.22;39865.35;2722.33;48.1;106.25;2442;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2029-04;2029;Bongolava;5377.91;0.0;2897.95;0.0;0.0;0.0;2479.96;736.97;0.731;21.79;35.4;1;2773.83;17254.5;2443.8;20028.33;2503.2;78.6;363.61;10500;projection_scenario_tendanciel;projection_scenario;unite non confirmee
OFF-2001-17;2001;Atsimo-Andrefana;690093.94;0.0;148149.71;536575.33;4038.92;0.0;1329.99;225.76;0.413;7;2.49;0;340273.39;279321.87;12709.15;619595.26;71670.71;58.6;40;1023;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2012-15;2012;Betsiboka;;5763.49;21353.12;0.0;0.42;891.5;837.6;307.99;0.886;12.56;16.64;0;49542.29;53470.39;4364.62;103012.68;12496.6;66.7;101.53;2282;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2028-20;2028;Menabe;268098.1;0.0;254413.44;0.0;12253.09;214.74;1216.84;563.53;0.919;20.8;34.05;1;77253.64;83747.69;11323.33;161001.33;23190.79;50.8;368.68;9201;projection_scenario_tendanciel;projection_scenario;
OFF-2014-15;2014;Betsiboka;28522.66;5644.23;21006.29;0.0;0.41;965.04;906.69;280.4;0.834;14.4;20,62;0;47408.99;53576.24;5014.54;100985.22;12645.54;69.0;110.57;3074;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2019-01;2019;Analamanga;82677.94;17386.71;389.8;0.0;0.0;347.32;64554.12;5540.9;1.411;17.69;25.75;0;368325.78;1804034.43;207460.78;2 172 360;236416.48;20.8;165.31;3690;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2005-07;2005;Vatovavy-Fitovinany;83523.77;83263.68;0.0;0.0;0.0;0.0;260.09;101.6;0.485;9.82;10.17;0;129523.29;100241.95;6398.08;229765.23;28560.61;79.0;48.28;1491;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;estimation
OFF-2027-12;2027;Alaotra-Mangoro;281170.07;156673.26;257.11;0.0;0.0;84364.42;39875.28;33178.21;1.223;20.47;32.73;1;2359419.9;546123.36;72655.42;2905543.26;484273.02;61.8;290.81;8 197;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2019-15;2019;Betsiboka;28596.46;5438.74;20795.9;0.0;0.43;1217.51;1143.89;317.28;1.215;17.47;26.68;0;51799.54;46314.09;5258.21;98113.62;13635.65;65.0;163.39;4186;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2016-03;2016;Itasy;1238.38;14.13;14.68;0.0;0.0;0.0;1209.57;224.64;0.496;15.97;20.02;0;187.45;39936.38;4145.52;40123.83;3433.07;46.9;131.95;2996;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2003-19;2003;Anosy;214568.34;92620.77;5179.01;116153.65;0.0;0.0;614.91;145.69;0.524;8.52;7.69;0;142477.91;113097.16;6265.85;255575.07;30784.02;47.6;41.32;1092;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2006-12;2006;Alaotra-Mangoro;262334.43;209294.23;318.01;0.0;0.0;35800.77;16921.42;5421.42;0.432;10.12;8.01;0;1312886.01;721554.54;47457.19;2034440.55;275234.38;67.1;59.93;1522;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2007-05;2007;Haute Matsiatra;58316.74;38984.37;1381.92;0.0;0.0;15801.1;2149.35;1445.71;0.668;9.37;7.85;0;166593.57;124922.24;7611.35;291515.81;36228.15;66.2;63.65;1686;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2028-06;2028;Amoron'i Mania;16669.12;14791.34;239.18;0.0;0.0;-0.0;1638.6;534.56;1.132;21.24;38.41;2;18949.9;25764.28;3557.1;44714.18;6 328;60.0;323.86;8775;projection_scenario_tendanciel;projection_scenario;
